ano,posicao,escola,pontos,link,letra
1985,16,Em Cima da Hora Me acostumo mas não me amanso L A,160.0,https://galeriadosamba.com.br/escolas-de-samba/em-cima-da-hora/1985/,"Deixando as terras secas do Norte 
Saí pra buscar a sorte 
Vim pro Rio de Janeiro 
A cidade grande é um novo teste 
Sou mais um cabra da peste 
Com instinto aventureiro 
De tudo vendo na praia e na feira 
Vendo a minha história inteira , (de saudade e desamor) 
Com minha sanfona, sou sucesso 
Faço parte do progresso, mas ninguém me dá valor 
Vote em mim sou retirante 
Cabra macho nacional
Saí do Sertão distante 
Pra vencer na capital
Na feira com saudades vou lembrando 
Parte do cotidiano no meio de tanto avanço
São Cristóvão agora é meu patrono 
Eu aqui nesse abandono 
Me acostumo mas não me amanso 
Sou índio, sou nativo soberano 
Sou enredo este ano 
O meu grito está no ar 
Sonhando vejo um novo agreste 
Porque lá no meu Nordeste 
Se chover de tudo dá 
Eu sou índio sou guerreiro 
No meio da multidão
Sou pião sou forrozeiro 
Nordestino, campeão"
1986,1,Estação Primeira de Mangueira Caymmi mostra ao mundo o que a Bahia tem e a Mangueira também L A,214.0,https://galeriadosamba.com.br/escolas-de-samba/estacao-primeira-de-mangueira/1986/,"Mangueira vê no céu dos orixás
O horizonte rosa no verde do mar
A alvorada veste a fantasia
Pra exaltar Caymmi e a velha Bahia ô, ô, ô
Quanto esplendor
Nas igrejas soam hinos de louvor
E pelos terreiros de magia
O ecoar anuncia um novo dia
Nesta terra fascinante
A capoeira foi morar
 
O mundo se encanta
Com as cantigas que fazem sonhar
 
Lua cheia
Leva a jangada pro mar
Oh! Sereia
Como é belo o teu cantar
Das estrelas 
A mais linda tá no Gantois
Mangueira berço do samba
Caymmi a inspiração
Que mora no meu coração
Bahia terra sagrada
Iemanjá, Iansã
Mangueira supercampeã
 
Tem xinxim e acarajé
Tamborim e samba no pé"
1986,2,Beija-Flor de Nilópolis O mundo é uma bola L A,211.0,https://galeriadosamba.com.br/escolas-de-samba/beija-flor-de-nilopolis/1986/,"Brasil, Brasil, Brasil, oi
Canta forte e explode de alegria
O mundo é uma bola
Girando, girando
Em plena euforia
Levando a corrente
Pra frente, pra frente
E a vitória conquistar
Com os heróis da nossa seleção
Vibrantes com o grito popular
Tudo em cima novamente
Sobrevoando a passarela
Que beleza a Beija-Flor
Sacudindo esta galera
Do Oiapoque ao Arroio Chui
Tem folclore, tem mandinga
Oh! Torcida campeã
O meu Rio de Janeiro
O ano inteiro á samba e Maracanã
Se esta profusão de cores
Sensibiliza o visual
A arte é jogar bola
Vai na Copa e faz um carnaval
É milenar, é milenar
A invenção do futebol
Fez o artista
Ter um sonho triunfal"
1986,3,Império Serrano Eu quero L A,209.0,https://galeriadosamba.com.br/escolas-de-samba/imperio-serrano/1986/,"Eu quero a bem da verdade
A felicidade em sua extensão
Encontrar o gênio em sua fonte
E atravessar a ponte
Dessa doce ilusão
Quero, quero, quero sim
Quero que o meu amanhã, meu amanhã
Seja um hoje bem melhor
Uma juventude sã
Com ar puro ao redor
Quero o nosso povo bem nutrido
O país desenvolvido
Quero paz e moradia
Chega de ganhar ato pouco
Chega de sufoco e de covardia
 
Me dá, me dá
Me dá o que é meu
Foram vinte anos que alguém comeu
 
Quero me formar bem informado
E meu filho bem letrado
Ser um grande bacharel
Se por acaso alguma dor
Que o doutor seja doutor
E não passe de bedel
Cessou a tempestade, é tempo de bonança
Dona Liberdade chegou junto com a esperança
Vem meu bem, vem meu bem)
 
Sentir o meu astral
Hoje estou cheio de desejo
Quero lhe cobrir de beijos, etcétera e tal"
1986,4,"Portela Morfeu no carnaval, a utopia brasileira L A",207.0,https://galeriadosamba.com.br/escolas-de-samba/portela/1986/,"Eu hoje só quero saber
De esfriar minha cabeça
Cantar, sorrir, pular
E esquecer minha tristeza (oh Morfeu)
Deixa Morfeu me levar
Nos seus braços, sonhador
Quero fugir da realidade
Desse mundo sofredor
Nessa noite eu vou
Fazer da dor minha alegria
Sepultar eu vou o dissabor
Do dia-a-dia
Ver o meu irmão plantando
No verde sertão
Descolar um troco e pagar
Geral pro meu patrão (que é vacilão)
Ver minha Portela estourando
A boca do balão
 
Vai, meu time, arrebenta
Até parece o escrete de setenta
 
O índio em sua selva a sorrir
Feliz nesse torrão
Livre do FMI e da poluição
 
Como é triste o despertar dessa ilusão
 
Que pesadelo
Meu Deus, quanta taxa pra pagar
É trem lotado, que sacrifício danado
Desempregado e com criança pra criar
O nosso ouro lá da serra tá pelado
Já que está tudo arrombado
Deixa o leão se arrumar
 
No país da bola
Só deita e rola
No país da bola
Quem vem com dólar..."
1986,5,União da Ilha do Governador Assombrações L A,207.0,https://galeriadosamba.com.br/escolas-de-samba/uniao-da-ilha-do-governador/1986/,"Veio de lá, buscando riquezas
As treze naus de Portugal
Na viagem, tantas miragens
Chegaram até ver dragões do mar
O índio o dono da terra
Deu grito de guerra
Também se assombrou
A lenda diz, que o lobisomem
Era o pavor das crianças
Diz então que Nhá Jança
Assombrava o Maranhão
O leão só morde o bumbum de pobre
E o rico é que explode a boca do balão
O FMI chegou aqui, fincou o pé
Devo e não nego
Um dia eu pago leva fé
Coração, marca passo com esperança
O amor é a herança
Para o mundo se encontrar
O carnaval eu vou fazer lá no céu
E a bomba nuclear mando lá
Pro beleléu
Quem carrega amor
Vai com Deus
Sem assombrações
Vai com Deus"
1986,6,Acadêmicos do Salgueiro Tem que se tirar da cabeça aquilo que não se tem no bolso - Tributo a Fernando Pamplona L A S,205.0,https://galeriadosamba.com.br/escolas-de-samba/academicos-do-salgueiro/1986/,"Um dia eu fui Zumbi
Rei de Palmares
Araponga na voz
Estandarte na mão
Tiê-Sangue no olhar
E o meu cinzel raiava a aurora
Jeremias, João, Daniel, Abraão
Fiz em pedra de sabão
Já bebi, sambei com Chico-Rei
Ouro nos cabelos
E no carnaval com os Tenentes do Diabo
Cavalguei o alazão da liberdade
 
Vamos gingá camará, vamos gingá
Tira da cabeça o que do bolso não dá
 
O Ana Jacinta
Eu quero te beijar
Turmalina feiticeira de Araxá
Me leva pra Bahia
Saravá Ogum, Kaô Xangô, Ave Iemanjá
Fui sambar na Praça Onze
Lá no terreiro da Ciata
Fui parar bem longe
Com o rei negro no congá
As bandeiras no varal
Manga rosa no mangueiral
Do angu à saideira
Gostosa é a cozinha brasileira
 
O Salgueiro chegou na terra Iorubá
O Salgueiro brilhou no céu de Oxalá"
1986,7,Mocidade Independente de Padre Miguel Bruxarias e estórias do arco da velha L A,201.0,https://galeriadosamba.com.br/escolas-de-samba/mocidade-independente-de-padre-miguel/1986/,"Pode rogar praga em minha sorte
Meu santo é forte ninguém vai derrubar
Sou mandingueiro, sei fazer feitiçaria
E bruxarias de todo lugar
Padre Miguel
Sua estrela, minha guia
Mocidade manifesta a cidade
Os encantos da magia
 
Esconjuro, pé de pato
Mangalô três vezes
Sai pra lá com esse galho
Sexta-feira treze
 
Tantos mistérios ao redor
Que medo das histórias da vovó
Mas o futuro quem se atreve perguntar
Agora o meu destino que será ?
Um novo tempo despontou
E vem trazendo amor
Ave sonhada, cristalizada
Raça dourada numa era de esplendor
 
O luar clareia, clareia, deixa clarear
Meia-noite lua cheia
Oi tem magia no seu jeito de olhar"
1986,8,Imperatriz Leopoldinense Um jeito pra ninguém botar defeito L A,197.0,https://galeriadosamba.com.br/escolas-de-samba/imperatriz-leopoldinense/1986/,"Despontou, ô ô ô
E faz ouvir ao longe o seu cantar
Ser feliz
É sempre amar, amor, Imperatriz
Um grito emana do povo
Os direitos são iguais
Brancos, negros, índios
Agitam a bandeira da paz
Desperta esperança
A vida acende, é luz, é cor
Surge nova era
O que passou, passou, ô ô
O que passou, passou
 
Vem brincar, amor
De um jeito tá
Que eu também tô
 
Vou cair na brincadeira
Rasgar de Norte a Sul
Vou pegar minha bandeira
Dançar o frevo e o maracatu
Quero ver, clarear
 
Aguenta, coração
Há verde e branco em minha vida
Meu futebol, meu carnaval
Minhas bandeiras na avenida"
1986,9,"Caprichosos de Pilares Brazil com Z não seremos jamais, ou seremos? L A S",192.0,https://galeriadosamba.com.br/escolas-de-samba/caprichosos-de-pilares/1986/,"Tudo bem, novamente popular
Um novo Sol a brilhar
É isso aí vou caprichar (eu falei)
Vou caprichar
Brasil, meu Brasil
Com S fica bem mais forte
No Sul, no Centro, ou no Norte
Na voz do nosso povo
Ninguém vai me enganar de novo
Num sorriso de criança
A fé, a esperança conquistar
O que é da nossa terra
Sem essa de americanizar
Não enfia o pau
Noutra bandeira
Vai, tira, tira
E bota a nossa brasileira
Sou ""canariquito""
Carioca a cantar
Águia não cala meu bico
Meu ouvido não é penico
Meu Sam é de Sambar
Unindo os heróis brasileiros
Dos pagodes nos terreiros
Contra o que vem de lá
Canto a liberdade
Meu hino, minha verdade
A feijoada e o vatapá
Quem comeu, comeu
Quem não comeu não come mais
Brazil com Z jamais!"
1986,10,Estácio de Sá Prata da noite - Homenagem a Grande Otelo L A,187.0,https://galeriadosamba.com.br/escolas-de-samba/estacio-de-sa/1986/,"Deixa o samba correr, chuê, chuê
Deixa a água rolar, chuá, chuá, oi
Que hoje tem chuva de prata
A fina flor, a nata e a raiz
Fez do palco uma bandeira
E da carreira uma religião
Guarda banca no cinema
No rádio e na televisão
Seu nome criou fama
Seu talento corre chão
Construindo seu castelo
Vem surgindo Grande Otelo
O rei da ilusão
No tabuleiro da baiana tem
Amor e fantasia
No tabuleiro da baiana também tem
Quindins de alegria
Fez Chacrinha na Lapa
Briga de tapa nunca rejeitou
Teve atrito com Satã
E Madame Satã acreditou
Morou no berço do samba
Foi bamba compositor
Onde deu volta por cima
Fez rima de amor e dor"
1986,11,"Unidos de Vila Isabel De alegria cantei, de alegria pulei, de três em três, pelo mundo rodei L A",186.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-de-vila-isabel/1986/,"Sou rei, sou luar
Na vida eu tudo e nada, la laiá lá
Vira, brinca em três dias
E cai de quatro na folia
Não venha agora me sacanear
Levando o meu samba pra lá
Que ontem era popular
Já joguei minha tristeza, iaiá
Nas ondas de prata do mar
Ô ô ô ô ô ô, canto q saudade que ficou, ficou
O morro desce, me alucina
Fazendo o mundo girar
 
É passo, é pó, é paetê
Pro rei rodar
Ô lelê
Mas o mundo é pra eu brincar
 
O mundo viajando na canção
Alô, alô, viola
Um dengo de um repique pelo ar
Um ai me deixa
De cavaco e ganzá
Requebra quero ver
Quebrando pra mexer
Ô lê lê lê lê lê lê lê
Será, ô será
Que o samba ginga na voz Brasil
Mas deixa isto pra lá
E vá na pura do barril
 
Ô nanã ê okê
Ô nanã ê oka
Axé pra quem brincar"
1986,12,"Império da Tijuca Tijuca, cantos, recantos e encantos L A",176.0,https://galeriadosamba.com.br/escolas-de-samba/imperio-da-tijuca/1986/,"Você foi um berço de índios
Lugar de Estácio de Sá
Deu aos jesuítas o direito de ficar
Área do café e do chá
Onde os negros iam pra colheita trabalhar
Oh !  Tijuca,
A brisa beija se verde e faz bailar
Belos cantos que encantam
Recantos de encantar
O amanhecer, passarada a revoar
Vista Chinesa e a Mesa do Imperador
Olha que esplendor
Cachoeiras a cachoar
É a natureza a cantar
 
Desce o morro da Formiga
Do Borel e do Salgueiro
As escolas que incrementam
Nosso samba o ano inteiro
 
No Éden tomavam a saideira
É um canto de saudade
Onde a mocidade
Papeava a noite inteira
Hoje, o progresso na área chegou, ôô
Indústria, comércio e metrô
A Praça é meu ninho de amor
 
Império exalta sua raiz
E a massa tijucana
Se faz feliz"
1986,13,"Unidos do Cabuçu Deu a louca na História! E agora Stanislaw, como é que fica? L A",172.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-do-cabucu/1986/,"Muitos anos se passaram
Num devaneio de um criador
Foi trocando a história
Que Cabral num ""14 bis"" chegou
Xi, seu Cabral, seu Cabral
Cuidado com o jacaré, jacaré
Chama o índio e mata a fera
Se quiser pisar em terra
Senão você não vai descer
A missa ao som de um órgão era uma onda
Rezada por uma freira
Cruz credo, na batina tem dendê, oi
 
Chica da Silva
Loira pura angelical
Corria o céu
Em sua nave espacial
 
Do grito veio a independência
Carmem Miranda empinou o seu bumbum
Montada em uma girafa
Cantarolava thica thica thica bum
 
Thica thica thica bum
Bum bum bum
Thica thica thica bum
Mas que bumbum
 
Vejam a zorra que se deu na Abolição
A nega Clementina aboliu a escravidão
Assinando a Lei Áurea em cima de um fogão
Está na hora, vamos valsear
Dançar o ""corta-jaca"" até o dia clarear
Está na hora, vamos valsear
A banda tira um ""sarro""
E joga a música no ar
O gigante despertou, ô
E foi à luta contra a águia impoluta
Tenta o golpe derradeiro
É sonho, chegou fevereiro
Veja o que aconteceu
Stanislau, e como fico eu?
 
Deu a louca na história
Eu não fiz isso por mal
Olha o povo delirando
Porque hoje é Carnaval"
1986,14,"Unidos da Ponte Herivelto Martins, tá na hora do samba que fala mais alto, que fala primeiro L A",170.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-da-ponte/1986/,"Hoje sou luz ao luar
Verso que a Ponte seduzia
Vento de marola vim contar
Meu canto brinquei de Bahia
Um bolero envolvente
Gardel num tango a cantar
Sou eu, sou eu, ribalta
Que no tempo ficou
Sou eu de volta à boemia
Minha Mangueira, amor
 
Eu vou à Lapa
Pego o bonde de cem réis
O capoeira dá um laço com os pés
 
Meu Rio antigo
Dos lampiões a gás
Não chore que isso dá samba
Moleque bamba
Confete, serpentina, carnavais
Amigo Chico Viola
Ah! Que saudade
De ouvir o seu cantar
Hoje, aqui embaixo
Enlataram nossa gente
E não há samba que aguente
Este moderno
No lugar de cavaco e ganzá
 
Ô ô ô, ô ô ô
A Ponte canta Herivelto
Que hoje sou"
1986,15,"Unidos da Tijuca Cama, mesa e banho de gato L A S",169.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-da-tijuca/1986/,"O homem orgulhoso como quê
Não se sente feliz com a sua matriz 
Montou uma filial
Mostra os pecados capitais no carnaval
A hora é essa e vamos admitir
Uma só mulher é pouco
Deixa o homem no sufoco
Com tantas que andam por aí
O arroz com feijão
Lá de casa é bom
Mas o cozido da vizinha é melhor 
Dizem que eu sou machista
Com pinta de egoísta
Polígamo conquistador
Mas isso vem do tempo do vovô
Lá vai o trouxa
Crente que está numa boa
Mas não sabe que a patroa
Está com o Ricardão
E sua filha tem fama de sapatão
 
Tem piranha no almoço
Tem virado no jantar
Pra quem tem fome
Qualquer prato é caviar
 
Vida, palco desses acontecimentos
Desfilando pelo tempo
Hoje eu quero me banhar
No prazer mais prolongado
Que o banho de gato dá
Gingam cabrochas e ritmistas
Passistas e vigaristas
Artistas de revista e TV
Que não se importam
Com o que vocês vão dizer
 
Bota o prato na mesa
Tudo que vier eu traço
Prepare a cama
Que hoje tem banho da gato"
1987,1,"Estação Primeira de Mangueira No reino das palavras, Carlos Drummond de Andrade L A",224.0,https://galeriadosamba.com.br/escolas-de-samba/estacao-primeira-de-mangueira/1987/,"Mangueira 
De mãos dadas com a poesia
Traz para os braços do povo
Este poeta genial
Carlos Drummond de Andrade
Sua obras são palavras
De um reino de verdade
Itabira
Em seus versos ele tanto exaltou
Com amor
Eis a minha verde e rosa
Cantando em verso e prosa
O que o poeta inspirou
 
É Dom Quixote, ô
É Zé Pereira
É Charlie Chaplin
No embalo da Mangueira
 
Olha as carrancas 
Do rio São Francisco
Rema, rema, remador
Primavera vem chegando
Inspirando o amor
O Rio toma forma de sambista
Como o artista imaginou
 
Na ilusão de um sonho
Achei
O elefante que eu imaginei"
1987,2,Mocidade Independente de Padre Miguel Tupinicópolis L A S,223.0,https://galeriadosamba.com.br/escolas-de-samba/mocidade-independente-de-padre-miguel/1987/,"Vejam
Quanta alegria vem aí
É uma cidade a sorrir
Parece que estou sonhando
Com tanta felicidade
Vendo a Mocidade desfilando
Contagiando a cidade
 
E a oca virou taba
A taba virou metrópole
Eis aqui a grande Tupinicópolis
 
Boate Saci
Shopping Boitatá
Chá do Raoni
Pó de guaraná
 
No comércio e na indústria
No trabalho e na diversão
 
É Tupi amando este chão
 
Até o lixo é um luxo
Quando é real
Tupi Cacique
Poder geral
Minha cidade. minha vida, minha canção
Faz mais verde meu coração
 
Laiá, laiá, laiá, laiá
Lá, lá laiá, lá, laia, lá"
1987,3,"Império Serrano Com a boca no mundo, quem não se comunica se trumbica L A",221.0,https://galeriadosamba.com.br/escolas-de-samba/imperio-serrano/1987/,"Se liga, ligação vai ser preciso
Aviso o verbo é comunicar
Caminha nem pestanejou
Como agente da passiva
Se comunicou
 
Vai pombo-correio
De permeio na imensidão
Voe e vá dizer ao meu amor
Que a saudade machucou o meu coração
 
Pregoa pregoeiro
O mercado é todo seu
Independência ou morte
Grito forte que valeu
Ô de casa! Olha o carteiro
É a carta de quem nunca lhe esqueceu
Jornal, jornaleiro, jornalista
Reportagem, entrevista
A imprensa em comunhão
Tudo em primeira mão
 
Alô, alô, alô, alô
Não se comunicou, dançou
 
A radiofusão está no ar
Seu sucesso é notório
Fez tanto artista popular
Novelas, programas de auditório
Indiscutivelmente é a era da televisão
O tão distante presente
Se faz presente, satisfaz nossa visão
Até a lua lá no céu
Nos chega via Embratel
 
Quem não comunica
Se trumbica e como fica
Fica na saudade fica"
1987,3,"Portela Adelaide, a pomba da paz L A",221.0,https://galeriadosamba.com.br/escolas-de-samba/portela/1987/,"Como se fosse magia
Nosso poeta alcançou
O afã da poesia
Foi aí que clareou
Clareou é do infinito
Oh ! Que tema tão bonito
Adelaide, a pomba da paz
Está escrito
 
Voa, voa, voa
Deixa a tristeza de lado
Voa, voa, voa
Vai levar o seu recado
 
Leia esse matutino
Vai mudar o seu destino
Disse o tucano falador
Preciso de um mensageiro
Que seja bem ligeiro
Que leve a paz aonde for
Pomba entre na floresta
Aproveite a hora é esta
De aliviar a sua dor
Ilumine a escuridão
Faz feliz o coração
De qualquer sofredor ôôô
São quatro letras que fazem sonhar
É o amor que se espalha no ar
Neste dia de folia
Sigam o exemplo dessa pomba
Desativem esta bomba
Pra ninguém se machucar
 
Amar é bom, amar é bom
É bom demais
É felicidade
É sinônimo de paz"
1987,4,Beija-Flor de Nilópolis As mágicas luzes da ribalta L A,219.0,https://galeriadosamba.com.br/escolas-de-samba/beija-flor-de-nilopolis/1987/,"Ao descerrar a cortina
O palco se ilumina
Tudo é brilho, luz e cor
Mergulhei na poesia
Drama, riso e fantasia
Num cenário multicor 
Surgiu de uma era distante
Esta arte fascinante
Que o mundo inteiro deslumbrou
Com encanto e magia
O teatro irradia
A mais pura emoção
E, hoje, esta beleza infinita
Acontece na Avenida
É a minha escola a sensação
E lá no céu
Uma estrela brilhou
Anunciando a alegria
Que a passarela contagia
Com beleza e esplendor
Para que chorar
O que passou
Lamentar perdidas ilusões
O meu povo vibra
Cheio de euforia
Extasiando os corações"
1987,4,Estácio de Sá O tititi do sapoti L A,219.0,https://galeriadosamba.com.br/escolas-de-samba/estacio-de-sa/1987/,"Que tititi é esse
Que vem da Sapucaí
Tá que tá danado
Tá cheirando a sapoti
Baila no céu a esperança
O cheiro doce e perfume
Vêm no ar
Olê, olê, olê
Vem de terra mexicana
Mandei buscar pra você
Sacode pra colher
Do pé que eu quero ver
Até o dia amanhecer
D. João achou bom
Depois que o sapoti saboreou
Deu pra Dona Leopoldina
A Corte se empapuçou
E mandou rapidamente
Espalhar no continente
Até o Oriente conheceu
E hoje no quintal da vida sou criança
Me dá que o sapoti é meu
Isso virou tutti-fruti
Tutti-multinacional
Virou goma de mascar
Roda pra lá e pra cá
Na boca do pessoal"
1987,5,Acadêmicos do Salgueiro E por que não? L A S,216.0,https://galeriadosamba.com.br/escolas-de-samba/academicos-do-salgueiro/1987/,"Se um dia o mundo acordar 
(E vai acordar) 
Verá, verá, verá 
Uma luz brilhando no horizonte 
E vai se transformar 
Verá que tudo pode acontecer 
Sorrir, sem nunca precisar chorar 
Virar... Um passarinho 
E fazer do mundo, e por que não 
Um belo ninho 
Venham ter felicidade
Salgueirando a humanidade
Amanhã
É raio de luz agora 
Vai a luta
O que deve ser teu será
O chapéu de palha
Quererê
Suor no rosto e um chão para viver
O paraíso está na terra
E por que não acreditar
É acabar com as guerras 
E vamos viver de amar"
1987,5,Unidos de Vila Isabel Raízes L A,216.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-de-vila-isabel/1987/,"A Vila Isabel 
Incorporada de Maíra 
Se transforma em deus supremo 
Dos povos de raiz 
Da terra Kaapor 
O deus morava nas montanhas 
E fez filhos do chão 
Mas só deu vida para um 
No templo de Maíra 
Sete deusas de pedra 
Mas vida só pra uma destinada à Arapiá 
Querubim, Tapixi guardava a deusa para ele 
Que sonhava conhecer a natureza 
Então ele fugiu 
Da serra buscando emoções 
E se encontrou com a Mãe dos Peixes Numiá 
Por ela Arapiá sentiu paixão 
E quatro filhos Numiá gerou 
 
Verão, calor e luz
Outono, muita fartura
Inverno, beleza fria
Primavera, cores e flores
Para enfeitar o paraíso
 
Mas eclodiu a luta entre os dois amantes
Pelo poder universal
Vovô Maíra interferiu na luta
E atirou os dois pro ar
Pra lá no céu jamais poderem se enfrentar
 
Arapiá,
Guaraci bola de fogo
E Numiá
É Jaci bola de prata
 
E fez dos quatro netos governantes magistrais 
Surgindo assim as estações do ano..."
1987,6,Imperatriz Leopoldinense Estrela Dalva de Oliveira L A,203.0,https://galeriadosamba.com.br/escolas-de-samba/imperatriz-leopoldinense/1987/,"Zum zum zum... A bateria
Zum zum zum... É harmonia
Hoje é dia de festa
Hoje é dia de folia
 
Oh! Saudade ô
Hoje você é carnaval
No palco do amor
O teu papel é o esplendor ôô
A Estrela Dalva brilha,
E ilumina o meu sonhar
É a luz, é a poesia
É a vontade de cantar
 
Lá lá lá lauê
É carnaval, vou me perder
Lá lá lá lauê
Vem, meu amor, quero você
Bandeira Branca
Meu amor, eu peço paz
Vamos sambar,
Viver feliz e nada mais"
1987,7,São Clemente Capitães do Asfalto L A,197.0,https://galeriadosamba.com.br/escolas-de-samba/sao-clemente/1987/,"Pequenino, triste feito um cão sem dono
Tão cansado de viver e sofrer por aí perambulando
Não teve sorte, seu berço não foi de ouro
Seu pai não teve tesouro
É triste sua vida a vagar
 
Seu moço dê-me um trocado
Eu quero comer um pão
Sou menor abandonado
Nesse mundo de ilusão
 
Enquanto o filho do papai rico
Desfruta do bom e o bonito
Do dinheiro que o pai tem
Lá vai o menino pobrezinho
Que acorda bem cedinho
Pra vender bala no trem
Muitas vezes é abandonado
Sendo bem ou maltratado
Na camada Funabem,
Alo Brasil
Felicidade nunca existiu no Sam,
Se hoje ele é mal orientado
Será marginalizado
Nas manchetes de amanhã
 
A São Clemente
Lembrou do seu existir
Somos Capitães de Asfalto
Na Sapucaí"
1987,7,Unidos do Cabuçu Roberto Carlos na cidade da fantasia L A,197.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-do-cabucu/1987/,"Surgia na manhã o rei sol
Na carruagem que corria o infinito
Apolo dedilhava sua lira
Soavam notas que tocaram a tez de um mortal
Assim nasceu Roberto Carlos na canção popular
E hoje em festa e fantasia
Na corte da alegria vem cantar 
 
E quem sou eu, nessa cidade encantada
Sou mensageiro do amor
No esplendor da madrugada
 
Olha, você sabe muito bem
Certo Detalhes de uma vida agitada
O que me vale é a palavra amiga
Sempre tão querida do meu camarada
Um Amante à Moda Antiga
Nesse palco de Emoções
Quero que um amor seja eterno
O resto Que Vá Tudo Pro Inferno
 
Oh! Meu Brasil verde e amarelo
Meu Cachoeiro de luar tão belo
 
Oh! Noite, não se vá sem levar
De presente meu coração
Quem sabe nessa longa Cavalgada
No meu alazão de prata
Eu encontrei inspiração
E cantar pra você outra vez
A nossa canção...  Surgia"
1987,8,Caprichosos de Pilares Ajoelhou tem que rezar... ou Eu prometo L A,196.0,https://galeriadosamba.com.br/escolas-de-samba/caprichosos-de-pilares/1987/,"Estou cansado de ser enganado 
Papo furado é demagogia 
Não vão encher (o quê ?) 
A minha barriga vazia 
Espero da constituinte 
Em minha mesa muito pão 
Uma poupança cheia de cruzados 
E um carnaval com muita paz no coração 
Vou deitar, rolar
Pular feliz
Essa é a vida
Que eu sempre quis
Vamos, meu povo 
Democracia é participar 
Vote, cante, grite 
É tempo de mudar 
Quem vive de promessa é santo 
E eu não sou santo, meu senhor 
Seu deputado, eu votei 
E agora posso exigir 
Quero ver você cumprir 
Seu lero lero, blá, blá, blá 
Conversa mole isso aí 
É papo pra boi dormir 
Ajoelhou, tem que rezar
Não quero mais viver de ilusão
Você prometeu
Agora vai ter que pagar
Não vai me deixar na mão"
1987,9,União da Ilha do Governador Extra! Extra! L A,190.0,https://galeriadosamba.com.br/escolas-de-samba/uniao-da-ilha-do-governador/1987/,"Amor, acorda pra folia
Vem descobre o dia a dia
Novamente cruza o mar a alegria
Caminha mandou foi de cocheira,
Foi notícia de primeira
Seu Cabral! Que legal!
 
Olha eu aí olha eu aí
Vim botar ""a banca""
Na Sapucaí
 
Li que a missão do ""economês"" é exportar
Diz a manchete que a guerra vai acabar
Aqui na terra tem cruzado pra valer
Caderno B o dia D é luxo só
É bafafá, é ti-ti-ti no ta-ta-tá
Olha a dica, vai na boa
Que o astral vai melhorar
 
Dançou, dançou, dançou, dançou
Deu milonga nessa copa
Dona Zebra até dançou
 
Quem tem amor pode dar
Quem não tem vai achar
Quem tem, ama
Você é chama do meu coração
 
Oi! Brilha a emoção
Antes que eu ma esqueça
Extra! Extra! Deu Ilha na cabeça"
1987,10,Unidos da Ponte G.R.E.S. Saudade L A,188.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-da-ponte/1987/,"O canto que encanta espanta
Os males que a vida nos traz
Saudade lembrança é herança
Dos antigos carnavais
Saudade que bate constante
Tão forte dentro do meu coração
O céu está engalanado
O chão todo enfeitado
De recordação
 
Quero o tempo parado
E poder reviver
Meu antepassado
Meu carnaval é você
 
Que beleza
A natureza traz de volta
O meu cantar
O arco-íris se transforma
Em passarela
E a ponte é  a tela
Da glória em seu despertar
 
No gingado da baiana
Dança o sol
E dança a lua
Também dança a velha-guarda
E a vida continua"
1987,11,"Unidos do Jacarezinho Lupicínio Rodrigues, a dor de cotovelo L A",170.0,https://galeriadosamba.com.br/escolas-de-samba/unidos-do-jacarezinho/1987/,"Entra meu amor fique a vontade
Para homenagear
O grande artista e poeta popular
Que se faz vestir de rosa e branco 
É por aqui a vida e obra de lupi
De bar em bar
E de amores em amores
Teceu canções
E fez da mágoa uma fonte de prazer
Semeando ao som de melodias
Alegria e prazer, eis a lição
Haja coração
Desafiando o tempo
E atravessando gerações
Suas canções vão encantando
Nos cabarés e salões
Uma legião de sofredores
Falando em desamor numa só voz 
Vira um mutirão de sonhadores
Semeando flores entre nós
Quem ontem chorou
Hoje vai sorrir
Lupiciniando na Sapucaí"
1987,12,Império da Tijuca Viva o povo brasileiro L A,152.0,https://galeriadosamba.com.br/escolas-de-samba/imperio-da-tijuca/1987/,"Tudo que vamos contar veio de lá da Itaparica
Ilha baiana onde viveu Pirapuama
E os personagens que ilustram essa trama
Dafé, Patrício Macário
E a mística figura do cenário
Ao passar pela Bahia os holandeses
Deixaram gerações, marcaram corações
E tem mais o barão cruel, homem dominador
Do monopólio da baleia era o senhor
 
Ôôôôôôô
Ôôôôôôô
 
No verde esperança dos olhos de Maria Luzia
A fé de um povo que sofria
Com ele lutou pelo ideal
De liberdade e justiça social
Após a vitória, coberta de glória
Tomada de emoção
Aprisiona o vencido, com sua doçura
Nas grades do seu coração
No Paraguai, vitória geral
Mas pro Macário, desilusão total
Ressoam novamente os atabaques 
Agradecendo aos nossos orixás
Lá se foi o general, fim da linha
Hoje ainda existe a canastra
A irmandade da casa da farinha
Por trás desta alegria, à sombra de uma dor, de uma dor
De um povo hospitaleiro
Viva nós, viva nós, viva o povo brasileiro"
